Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-04,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-05,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-06,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-07,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-10,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-11,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-12,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-13,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-14,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-17,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-18,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-19,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-20,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-21,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-24,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-25,10.200000,10.250000,10.200000,10.250000,0.008986,0
2000-01-26,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-01-27,10.200000,10.200000,10.200000,10.200000,0.008942,0
2000-01-28,10.200000,10.200000,10.200000,10.200000,0.008942,0
2000-01-31,10.200000,10.200000,10.200000,10.200000,0.008942,1000000
2000-02-01,10.050000,10.050000,10.050000,10.050000,0.008810,0
2000-02-02,9.950000,9.950000,9.950000,9.950000,0.008723,0
2000-02-03,9.950000,9.950000,9.950000,9.950000,0.008723,0
2000-02-04,9.900000,9.900000,9.900000,9.900000,0.008679,0
2000-02-07,9.900000,9.900000,9.900000,9.900000,0.008679,0
2000-02-08,9.900000,9.900000,9.900000,9.900000,0.008679,0
2000-02-09,9.900000,9.900000,9.900000,9.900000,0.008679,0
2000-02-10,9.900000,9.900000,9.900000,9.900000,0.008679,0
2000-02-11,9.900000,9.900000,9.900000,9.900000,0.008679,0
2000-02-14,9.900000,9.900000,9.900000,9.900000,0.008679,0
2000-02-15,9.850000,9.850000,9.850000,9.850000,0.008635,0
2000-02-16,9.850000,9.850000,9.850000,9.850000,0.008635,0
2000-02-17,9.850000,9.850000,9.850000,9.850000,0.008635,0
2000-02-18,9.850000,9.850000,9.850000,9.850000,0.008635,0
2000-02-21,9.950000,9.950000,9.950000,9.950000,0.008723,0
2000-02-22,10.000000,10.000000,10.000000,10.000000,0.008766,0
2000-02-23,10.300000,10.300000,10.300000,10.300000,0.009029,0
2000-02-24,10.600000,10.600000,10.600000,10.600000,0.009292,0
2000-02-25,10.600000,10.600000,10.600000,10.600000,0.009292,0
2000-02-28,10.600000,10.600000,10.600000,10.600000,0.009292,0
2000-02-29,10.550000,10.650000,10.550000,10.650000,0.009336,0
2000-03-01,10.650000,10.650000,10.650000,10.650000,0.009336,0
2000-03-02,10.650000,10.650000,10.650000,10.650000,0.009336,0
2000-03-03,10.650000,10.650000,10.650000,10.650000,0.009336,100
2000-03-06,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-07,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-08,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-09,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-10,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-13,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-14,10.475000,10.750000,10.475000,10.750000,0.009424,0
2000-03-15,10.750000,10.750000,10.650000,10.650000,0.009336,0
2000-03-16,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-17,10.750000,10.750000,10.750000,10.750000,0.009424,0
2000-03-20,10.550000,10.550000,10.550000,10.550000,0.009249,0
2000-03-21,10.500000,10.500000,10.500000,10.500000,0.009205,0
2000-03-22,10.500000,10.500000,10.500000,10.500000,0.009205,0
2000-03-23,10.500000,10.500000,10.500000,10.500000,0.009205,0
2000-03-24,10.500000,10.500000,10.500000,10.500000,0.009205,100
2000-03-27,10.500000,10.500000,10.500000,10.500000,0.009205,0
2000-03-28,10.500000,10.500000,10.500000,10.500000,0.009205,100
2000-03-29,10.500000,10.500000,10.500000,10.500000,0.009205,0
2000-03-30,10.500000,10.500000,10.500000,10.500000,0.009205,0
2000-03-31,10.250000,10.400000,10.250000,10.250000,0.008986,0
2000-04-03,10.250000,10.250000,10.250000,10.250000,0.008986,0
2000-04-04,10.200000,10.200000,10.200000,10.200000,0.008942,0
2000-04-05,10.150000,10.150000,10.150000,10.150000,0.008898,100
2000-04-06,10.150000,10.150000,10.150000,10.150000,0.008898,100
2000-04-07,10.150000,10.150000,10.150000,10.150000,0.008898,0
2000-04-10,9.700000,10.150000,9.700000,10.150000,0.008898,0
2000-04-11,10.050000,10.050000,10.050000,10.050000,0.008810,0
2000-04-12,10.050000,10.050000,10.050000,10.050000,0.008810,0
2000-04-13,10.050000,10.050000,10.050000,10.050000,0.008810,0
2000-04-14,10.050000,10.050000,10.050000,10.050000,0.008810,0
2000-04-17,10.000000,10.000000,10.000000,10.000000,0.008766,0
2000-04-18,10.100000,10.100000,10.100000,10.100000,0.008854,0
2000-04-19,10.450000,10.450000,10.450000,10.450000,0.009161,0
2000-04-20,10.450000,10.450000,10.450000,10.450000,0.009161,0
2000-04-21,10.450000,10.450000,10.450000,10.450000,0.009161,0
2000-04-24,10.450000,10.450000,10.450000,10.450000,0.009161,0
2000-04-25,10.200000,10.450000,10.200000,10.450000,0.009161,0
2000-04-26,10.600000,10.600000,10.200000,10.450000,0.009161,0
2000-04-27,10.300000,10.450000,10.300000,10.450000,0.009161,0
2000-04-28,10.700000,10.700000,10.450000,10.450000,0.009161,0
2000-05-01,10.450000,10.450000,10.450000,10.450000,0.009161,0
2000-05-02,10.600000,10.700000,10.450000,10.450000,0.009161,0
2000-05-03,11.000000,11.000000,10.600000,10.850000,0.009512,0
2000-05-04,10.850000,10.850000,10.850000,10.850000,0.009512,8000
2000-05-05,10.850000,10.850000,10.850000,10.850000,0.009512,8000
2000-05-08,11.125000,11.200000,10.500000,10.850000,0.009512,0
